0,1,2,3,4,5,6,target
0.6686102151870728,1.0139504671096802,-0.17514236271381378,-0.05463583767414093,1.3091554641723633,0.7882905602455139,1.0055915117263794,1
-0.72067791223526,-0.5407737493515015,-0.17514236271381378,-0.05463583767414093,0.24526847898960114,-0.8363671898841858,-0.42913785576820374,0
-0.7721331119537354,0.06759665906429291,-0.17514236271381378,-0.05463583767414093,0.8999682068824768,0.9739655256271362,1.1490646600723267,1
-0.360492080450058,-0.8787571787834167,-0.17514236271381378,-0.05463583767414093,0.24526847898960114,-0.6971107721328735,-0.2856648862361908,0
-0.8235881924629211,-1.4871275424957275,-0.17514236271381378,-0.05463583767414093,-0.7367803454399109,-0.6971107721328735,-0.2856648862361908,0
-0.0003062779433093965,0.47317689657211304,-0.17514236271381378,-0.05463583767414093,1.7183421850204468,0.509777843952179,0.766470193862915,1
1.7491676807403564,0.2703869640827179,-0.17514236271381378,-0.05463583767414093,2.045691967010498,1.9487602710723877,0.9577672481536865,4
0.565700113773346,-0.9463537931442261,-0.17514236271381378,-0.05463583767414093,-0.0820808857679367,-0.6971107721328735,-0.2856648862361908,0
-1.1323188543319702,-0.8111605048179626,-0.17514236271381378,-0.05463583767414093,-0.00024354056222364306,-0.7899482846260071,-0.3813135623931885,0
1.0287959575653076,0.9463537931442261,-0.17514236271381378,-0.05463583767414093,-0.24575582146644592,0.04558984562754631,-0.14219193160533905,7
-0.7721331119537354,-0.8787571787834167,-0.17514236271381378,-0.05463583767414093,-1.6369918584823608,-0.7435295581817627,-0.33348914980888367,0
0.4627896547317505,0.4055802524089813,-0.17514236271381378,-0.05463583767414093,0.40894368290901184,1.3917348384857178,1.5316590070724487,1
-0.3090369999408722,-1.0815472602844238,-0.17514236271381378,-0.05463583767414093,-1.6369918584823608,-0.7899482846260071,-0.33348914980888367,0
0.9773409366607666,1.0139504671096802,-0.17514236271381378,-0.05463583767414093,1.0636428594589233,-0.09366653114557266,-0.42913785576820374,7
-0.360492080450058,-0.6759670376777649,-0.17514236271381378,-0.05463583767414093,0.6544557213783264,1.1596407890319824,1.3403617143630981,1
-0.6692228317260742,0.13519330322742462,-0.17514236271381378,-0.05463583767414093,-0.6549429893493652,-0.3721792697906494,-0.6682592630386353,0
2.0064432621002197,0.3379836082458496,-0.17514236271381378,-0.05463583767414093,0.08159379661083221,1.0203845500946045,1.2447131872177124,1
-0.5148574113845825,-0.27038678526878357,-0.17514236271381378,-0.05463583767414093,0.16343113780021667,-0.047247644513845444,0.2882269024848938,0
-0.8235881924629211,-0.27038678526878357,-0.17514236271381378,-0.05463583767414093,0.16343113780021667,-0.6971107721328735,-0.2856648862361908,0
-1.3895944356918335,-1.2167408466339111,-0.17514236271381378,-0.05463583767414093,0.40894368290901184,-1.1612986326217651,-0.7160837054252625,0
0.3598795235157013,0.6083701848983765,-0.17514236271381378,-0.05463583767414093,-0.9004552960395813,-0.14008527994155884,-0.8117322325706482,7
1.2346166372299194,2.1630945205688477,-0.17514236271381378,-0.05463583767414093,-0.0820808857679367,-0.047247644513845444,-0.42913785576820374,7
-0.72067791223526,0.2703869640827179,-0.17514236271381378,-0.05463583767414093,-0.7367803454399109,-0.557854413986206,-0.19001621007919312,0
0.9773409366607666,1.081547498703003,-0.17514236271381378,-0.05463583767414093,-0.7367803454399109,-0.0008288999670185149,-1.1943267583847046,7
-1.6983251571655273,-0.7435638904571533,-0.17514236271381378,-0.05463583767414093,0.24526847898960114,-0.9292046427726746,-0.5247865319252014,0
0.7200652956962585,1.4871277809143066,-0.17514236271381378,-0.05463583767414093,-0.0820808857679367,-0.3721792697906494,-1.4812726974487305,7
-1.2866841554641724,-0.8787571787834167,-0.17514236271381378,-0.05463583767414093,-0.7367803454399109,-0.7899482846260071,-0.3813135623931885,0
-0.3090369999408722,0.4055802524089813,-0.17514236271381378,-0.05463583767414093,-0.00024354056222364306,-0.18650400638580322,0.19257836043834686,0
-1.2866841554641724,-0.13519348204135895,-0.17514236271381378,-0.05463583767414093,-0.4912680685520172,-1.5326489210128784,-1.0030295848846436,0
0.6686102151870728,1.0139504671096802,-0.17514236271381378,-0.05463583767414093,-0.9004552960395813,-0.2793416380882263,-0.7160837054252625,7
-0.6177676916122437,-0.27038678526878357,-0.17514236271381378,-0.05463583767414093,-0.16391848027706146,-1.3005549907684326,-1.0030295848846436,0
1.337526798248291,1.4195307493209839,-0.17514236271381378,-0.05463583767414093,-0.00024354056222364306,0.9739655256271362,1.1968889236450195,4
-1.029408574104309,-0.4055802524089813,-0.17514236271381378,-0.05463583767414093,-0.0820808857679367,-1.3005549907684326,-0.8117322325706482,0
-0.6177676916122437,-0.4055802524089813,-0.17514236271381378,-0.05463583767414093,-0.5731053948402405,-1.393392562866211,-0.9073809385299683,0
-1.235229253768921,1.01926076467862e-08,-0.17514236271381378,-0.05463583767414093,-0.4912680685520172,-0.8363671898841858,-0.42913785576820374,0
-1.4925048351287842,-1.0815472602844238,-0.17514236271381378,-0.05463583767414093,0.08159379661083221,-1.0220422744750977,-0.5247865319252014,0
0.3598795235157013,-0.8111605048179626,-0.17514236271381378,-0.05463583767414093,-3.6010901927948,-0.047247644513845444,-0.8117322325706482,4
0.6171551942825317,-0.5407737493515015,-0.17514236271381378,-0.05463583767414093,0.6544557213783264,1.3453160524368286,1.4838347434997559,4
-0.5663126707077026,-0.6083704233169556,-0.17514236271381378,-0.05463583767414093,0.16343113780021667,1.0203845500946045,1.1968889236450195,1
-0.5148574113845825,-0.5407737493515015,-0.17514236271381378,-0.05463583767414093,-1.0641299486160278,-1.0684610605239868,-1.0986781120300293,0
