0,1,2,3,4,5,6,7,8,target
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.0,0.0,1
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,1
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,1
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0.0,0.0,1
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0.0,0.0,1
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,1
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0.0,0.0,1
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0.0,0.3,1
1.519,13.49,3.48,1.35,71.95,0.55,9.0,0.0,0.0,1
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0.0,0.16,1
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0.0,0.1,1
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.0,0.0,1
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0.0,0.0,1
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,1
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,1
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,1
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,1
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,1
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0.0,0.24,1
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0.0,0.31,1
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0.0,0.0,1
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,1
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,1
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,1
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,1
1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0.0,0.11,1
1.52227,14.17,3.81,0.78,71.35,0.0,9.69,0.0,0.0,1
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,1
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,1
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.0,0.17,1
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.0,0.17,1
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,1
1.523,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,1
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2
1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,2
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,2
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,2
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,2
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,2
1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,2
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,2
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2
1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,2
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,2
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,2
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,2
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,2
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,2
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,2
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,2
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,2
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,2
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,2
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,2
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,2
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,2
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,2
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,2
1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,2
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,2
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,2
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,2
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,2
1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2
1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,2
1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2
1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,2
1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,2
1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2
1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2
1.52777,12.64,0.0,0.67,72.02,0.06,14.4,0.0,0.0,2
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,2
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,2
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,2
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,2
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,2
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,2
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,2
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,2
1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,2
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,2
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,2
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,2
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,2
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,2
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,2
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,2
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,2
1.52614,13.7,0.0,1.36,71.24,0.19,13.44,0.0,0.1,2
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.0,0.0,2
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,2
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,2
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0.0,0.28,2
1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,2
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.0,0.0,2
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0.0,0.0,2
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,2
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,2
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,2
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,2
1.51709,13.0,3.47,1.79,72.72,0.66,8.18,0.0,0.0,2
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,2
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,2
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,3
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,3
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,3
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,3
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,3
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,3
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,3
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,3
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,3
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,3
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,3
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,3
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,3
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,3
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,3
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,3
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,5
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,5
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,5
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,5
1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,5
1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,5
1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,5
1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,5
1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,5
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,5
1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,5
1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,5
1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,6
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6
1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,6
1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,6
1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,6
1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,6
1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,6
1.51969,14.56,0.0,0.56,73.48,0.0,11.22,0.0,0.0,6
1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,6
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,7
1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.0,7
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,7
1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,0.0,7
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,7
1.51613,13.88,1.78,1.79,73.1,0.0,8.67,0.76,0.0,7
1.51602,14.85,0.0,2.38,73.28,0.0,8.76,0.64,0.09,7
1.51623,14.2,0.0,2.79,73.46,0.04,9.04,0.4,0.09,7
1.51719,14.75,0.0,2.0,73.02,0.0,8.53,1.59,0.08,7
1.51683,14.56,0.0,1.98,73.29,0.0,8.52,1.57,0.07,7
1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,7
1.51556,13.87,0.0,2.54,73.23,0.14,9.41,0.81,0.01,7
1.51727,14.7,0.0,2.34,73.28,0.0,8.95,0.66,0.0,7
1.51531,14.38,0.0,2.66,73.1,0.04,9.08,0.64,0.0,7
1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,7
1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,7
1.51653,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,7
1.51514,14.85,0.0,2.42,73.72,0.0,8.39,0.56,0.0,7
1.51658,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,7
1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,7
1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,7
1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,7
1.51831,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,7
1.5164,14.37,0.0,2.74,72.85,0.0,9.45,0.54,0.0,7
1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,7
1.51685,14.92,0.0,1.99,73.06,0.0,8.4,1.59,0.0,7
1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,7
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,7
1.51711,14.23,0.0,2.08,73.36,0.0,8.62,1.67,0.0,7
1.5183118647848584,13.64,3.612964434622944,0.6836686957973233,72.88215956470937,0.09366869579732327,8.91653252168107,0.050503043695984906,0.08080486991357586,3
1.5166713070347482,13.399225198736428,3.4519370031589296,1.183644097788749,72.77309920505428,0.5432566971569632,8.377130703474823,0.0,0.0,3
1.5162920441468803,13.415732352291549,3.39573235229155,1.2456058862507007,72.66866176145774,0.560126466040849,8.460832374378855,0.0,0.0,3
1.516914940278631,12.341852604486622,3.548288182920141,1.3338353240456335,73.05164675954367,0.5740411689885916,8.517876493034224,0.0,0.0,3
1.5163054806932814,13.29917789600779,3.543698712885426,1.3536987128854263,72.68027403466407,0.56,8.367671460434922,0.0,0.03424678221356552,3
1.5188531696224385,13.642950487136735,3.575405845640826,0.8562175369224789,72.68540584564083,0.14524756431632238,8.80443587303467,0.10574269294896713,0.1691883087183474,3
1.5216315861617964,14.11248424904713,3.7874947496823763,0.5295929589156431,71.78083508343921,0.11,9.613340333756831,0.0,0.0,3
1.5168284104976324,12.95649362053662,3.4392971197474727,1.2943849797790385,73.02473641990531,0.5396485598737363,8.506317900473489,0.0,0.0,3
1.5181976234876846,13.387788908593384,3.3467986951286335,1.5705941280788505,72.07201304871367,0.5633993475643168,8.9288117438423,0.0,0.030594128078850473,3
1.5173414560335676,13.224354730888592,3.523064192665774,1.3956452691114085,72.66870946177718,0.5756452691114087,8.434784910296196,0.0,0.047849102961971236,3
1.5175238468387362,12.85597347007768,3.6162387693008777,1.281814290543762,72.59389388031072,0.6140265299223198,8.745708170854483,0.0,0.14092854728119064,3
1.5183521666325281,13.49622916699492,3.4052499960609577,1.5244166758577646,71.94377083300508,0.5624583339898404,8.881645827096516,0.0,0.05606250295428151,3
1.5161654979055648,13.343099581112952,3.5518326351882545,1.4054979055647638,72.69183263518825,0.51196820258584,8.277601675548189,0.0,0.0,3
1.5217313078637593,14.131995016822502,3.793998338940834,0.5176697119418043,71.77866722035306,0.11,9.604668881412222,0.0,0.0,3
1.5164130727270912,13.283039090936319,3.5508715151394137,1.360871515139414,72.68565363635456,0.56,8.38739666663339,0.0,0.05217878784853519,3
1.5158914365947938,13.356945947263227,3.4242515587449125,1.2151496882510175,72.7142515587449,0.5754490647530526,8.441257793724562,0.0,0.0,3
1.5170206424687178,13.056250506339644,3.4365636392642003,1.2681252531698222,72.94906060122634,0.552501012679289,8.5434363607358,0.0,0.0,3
1.5216507076434242,14.116225408496065,3.7887418028320217,0.52730669480796,71.780419399056,0.11,9.611677596223972,0.0,0.0,3
1.517111817998964,12.42727265559393,3.5418181759668514,1.3227272800414358,72.99363633584254,0.5918181759668514,8.617272703867405,0.0,0.07636361588397979,3
1.5181978892339056,13.387663417322251,3.3467839314496763,1.5705276915235447,72.07216068550323,0.5633919657248383,8.928944616952911,0.0,0.030527691523544613,3
1.5166255090037317,13.400890581682484,3.4477735457937895,1.1865585179443472,72.76643767327006,0.5470038087855893,8.372550900373168,0.0,0.0,3
1.5180862838694456,13.413470046626554,3.369214516319294,1.5316529953373446,72.09826497668672,0.5683470046626554,8.906529953373445,0.0,0.0,3
1.5178318509402282,13.519222358965775,3.3920372649429593,1.5595180171254899,72.00407452988593,0.5764074529885918,8.797185094022815,0.0,0.03233292310267348,3
1.5178206254562696,13.520906181559553,3.394843635932588,1.5533440009483062,72.00968727186518,0.5769687271865176,8.796062545626965,0.0,0.02728145532134149,3
1.5171246921172488,12.824820549095453,3.5975897254522735,1.3012051372738633,72.68915376453523,0.6012051372738633,8.750423117732383,0.0,0.0,3
1.5163063828390537,13.415413714687695,3.3954137146876953,1.2475177118738285,72.66706857343847,0.5578960028138666,8.471347415306058,0.0,0.0,3
1.5161291183085828,13.26771270346686,3.5034895116795375,1.2857768082126777,72.72217016277348,0.56,8.512053029013835,0.0,0.04457459306628109,3
1.516857544984112,13.073962959600761,3.459433862914177,1.7741507943712655,72.59320635497012,0.6283015887425313,8.285661370858229,0.0,0.08981216522949474,3
1.517766511187559,12.85429992284442,3.6313006944002164,1.2700994599109428,72.58719969137768,0.6157000771555796,8.727299151288625,0.0,0.19950270044528592,3
1.5215955554614342,14.105434764193655,3.785144921397885,0.5339009774372109,71.78161835953404,0.11,9.616473438136154,0.0,0.0,3
1.5173133722336531,13.176278169027908,3.4655477867262463,1.578609154860459,72.56292152920665,0.5948174044245845,8.405912977877078,0.0,0.08189587521793729,3
1.5172862000111893,13.225702438751478,3.5271073162544315,1.3942975612485227,72.67140487750295,0.5742975612485227,8.435234146250492,0.0,0.052341462504924205,3
1.5181508782046527,13.409863070025047,3.349395655297064,1.5822804488367894,72.04604344702936,0.5646978276485322,8.90543910232642,0.0,0.04228044883678951,3
1.516846766672938,13.07739242224703,3.458943939678996,1.7734159095184938,72.58732727614795,0.6268318190369875,8.290560603210043,0.0,0.09397651272853551,3
1.5182742484522658,13.524646937432616,3.356919132820923,1.5067653128369254,71.98313214050708,0.5761617343581537,8.84080867179077,0.0,0.062272195388308235,3
1.5186228474743126,13.288116838658892,3.336778218358376,1.4562336773177849,72.21087919611573,0.5728871265664947,9.038326724624355,0.0,0.03543959805786029,3
1.5181336687213076,13.545314291856867,3.391622849771759,1.4311771072301693,72.0522514334855,0.5830628583713734,8.82675430045648,0.0,0.0,3
1.5183524503541337,13.64,3.610084168416321,0.6862871196215266,72.87299508132466,0.09628711962152653,8.915485152151389,0.0544306794322898,0.08708908709166367,3
1.5169648328636014,12.369654482531777,3.537114651635247,1.3286066854559413,72.97129459526742,0.587114651635247,8.598458606540987,0.0,0.05990128072336453,3
1.5184223507383035,13.64,3.605123495991363,0.6907968218260335,72.85721112360889,0.10079682182603347,8.913681271269587,0.06119523273905019,0.09791237238248031,3
1.516949244977457,12.326158392786304,3.52,1.3832316785572607,72.9980029553111,0.57,8.534153959819657,0.0,0.0,3
1.5163769744455478,13.288453833167841,3.548464963036515,1.3584649630365153,72.68384872227739,0.56,8.380778648350416,0.0,0.04616240759128834,3
1.521765924204534,14.256567834303786,3.853867515857298,0.6224038213578414,71.65569713398162,0.0634321656962151,9.536132484142701,0.0,0.0,3
1.5179349686722463,12.767428017196634,0.0,1.7542592867972457,73.825298373798,0.7217387733909721,10.742263166420809,0.0,0.0,5
1.5204124870188682,13.156603115471661,0.12473657298117335,1.6655025962263839,73.16607626143401,0.34148353086788197,11.301100519245276,0.0,0.10583709222645013,5
1.5182519701182082,12.545539808064404,2.272316755220969,1.7483530417231923,72.77737588039055,0.648542155772525,9.672537460356285,0.0,0.0,5
1.5206551826458141,13.098356165004619,0.1888082184949187,1.6169634708371827,73.23597260199446,0.27547032033856866,11.291392694167437,0.0,0.16020091266235525,5
1.5203123131743557,13.180644838154654,0.09829067802988065,1.6855373651288783,73.13722619421442,0.36873081657527446,11.305107473025776,0.0,0.08339815105565632,5
1.519829964990004,13.094425680917201,1.956661174902595,1.7755599032021123,72.46334500333198,0.5688904906534098,9.858900787711043,0.11999382176541945,0.07555166555600484,5
1.5196838793452916,12.93342753377088,0.22028260131263944,1.6163926290301678,73.55291371320244,0.40928065120419055,10.904275337708798,0.0,0.18690644959860317,5
1.5181791781435892,12.896889535495543,0.11066860648663016,1.7226849876493284,73.71567388733803,0.6882980925794868,10.538895354955434,0.0,0.09390063580683772,5
1.5197405591826731,12.779557413930617,1.750885172138769,1.9880233193207568,72.47938099079488,0.6660765519074874,9.9289384047255,0.09911482786123112,0.21061900920511614,5
1.519824815213642,12.979734338377813,0.0,1.7093186940024754,73.36173218471107,0.4285334769111162,11.416755220540729,0.0,0.0,5
1.5185677406795517,12.72148417508205,0.0,1.7166688705216775,73.79814973982121,0.5985257422654988,11.026279644947325,0.0,0.0,5
1.5181844611964275,12.531673110617527,2.3040641941125024,1.7399600406369247,72.78394431602328,0.6521912866795979,9.641154934555457,0.0,0.0,5
1.519791652536645,12.896164392345469,0.0,1.694727116123812,73.45724069446233,0.41659491319220987,11.444611869218177,0.0,0.0,5
1.5197905147007307,12.783749485376008,1.7425010292479854,1.9988528372213523,72.46156468715198,0.6716659805013431,9.915314172527976,0.10749897075201469,0.2284353128480312,5
1.5204368358280833,12.80430388217832,0.16430388217831915,1.5802953227122283,73.57075940126002,0.25552736198612186,11.400548456465566,0.0,0.13940935457554354,5
1.5207029182351808,13.347017211817493,1.9680661633523877,1.77452393898393,72.07845884919858,0.6157046804400825,9.780164066422175,0.11173749372451783,0.32829478277640034,5
1.51878685691951,13.125857114938748,0.0,1.784609760864116,73.32883281049284,0.6457840061722574,10.915696785803808,0.0,0.0,5
1.5198271605324503,12.786824660065754,1.736350679868492,2.006797038503198,72.44849519472055,0.6757662134210054,9.905319854786299,0.11364932013150819,0.2415048052794549,5
1.5206307154936816,13.205008455770466,1.8534343696711768,1.916422531592524,72.18,0.6433543645325611,9.634069858214056,0.25521464810444855,0.33756732148291646,5
1.5198137430985819,12.785698721559323,1.7386025568813568,2.0038883640282474,72.45328043337288,0.6742649620790956,9.908979154932204,0.11139744311864332,0.23671956662711707,5
1.5197625093818232,12.781399388684472,1.7472012226310587,1.9927817541015493,72.471552598091,0.6685325182459609,9.92295198677547,0.10279877736894144,0.21844740190900058,5
1.5201575836226615,13.318845303046443,0.0,1.6001426445752804,72.68364239657977,0.4078332506681646,11.84397688722547,0.0,0.0,5
1.5179874423660393,12.763618046030148,0.0,1.7511420376610298,73.82304702719964,0.7115211234444864,10.765815715449998,0.0,0.0,5
1.5201530879100424,13.31783606143811,0.0,1.6034456171116407,72.69079883707522,0.4091177399878602,11.833150477245178,0.0,0.0,5
1.5180634099041674,12.506808520856008,2.360991018040192,1.7249104205181103,72.79572227959453,0.6587345997747347,9.584882441937282,0.0,0.0,5
1.5182838054501115,12.55207895732018,2.257345545082745,1.752310947851688,72.77427838863781,0.6468213270210051,9.687336587619356,0.0,0.0,5
1.5200449562471932,13.209649753397684,1.990385293677371,1.7488616425054146,72.39168125093559,0.5590542893441002,9.78583186369903,0.1579334553870424,0.09943958302147114,5
1.5206251588325543,13.166111827880123,1.826762396260655,1.9442058372284843,72.18,0.6561346851251029,9.641293517679406,0.25354764976629096,0.35645996931536944,5
1.5221766262574972,13.3713937236732,0.0,1.6526419396401404,72.54688872838064,0.3805349497001169,11.868718975172616,0.0,0.0,5
1.5205004630727252,13.135488862545973,0.14796225119942982,1.6479073854549775,73.19141336494484,0.31755404421876926,11.297581477090995,0.0,0.12554372829042532,5
1.5197504804356512,12.78038996662808,1.74922006674384,1.9901740804558736,72.47584264183067,0.6671866221707734,9.92623260845874,0.10077993325616014,0.21415735816934028,5
1.518850403542928,13.133800442865994,0.0,1.7832535829253182,73.31236493552171,0.63609702089513,10.937976851941201,0.0,0.0,5
1.519104226925339,13.16552836566736,0.0,1.7778366204958167,73.24658753459205,0.597404432112976,11.026969806140155,0.0,0.0,5
1.520084567244547,12.943157262008867,0.2494717860266032,1.588087965065112,73.50957219650596,0.3349809082959192,11.001572620088677,0.0,0.21167303056802694,5
1.5202276922294335,13.334583969872861,0.0,1.5486342804160917,72.57204094090153,0.3878022201618135,12.012809858636144,0.0,0.0,5
